ISO_639	Language_Name	Uninverted_Name	Country_Code	Country_Name	Region_Code	Region_Name	Area	L1_Users	Digits	All_Users	Countries	Family	Classification	Latitude	Longitude	EGIDS	Is_Written	Institutional	Developing	Vigorous	In_Trouble	Dying	Extinct
mom	Mangue	Mangue	NI	Nicaragua	CAM	Central America	Americas	0	0		1	Unclassified	Unclassified	12.8038	-87.2754	9	F	0	0	0	0	1	0
moo	Monom	Monom	VN	Viet Nam	SEA	South-Eastern Asia	Asia	6000	4	6000	1	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, North Bahnaric, West, Sedang-Todrah, Todrah-Monom	14.5746	108.3603	6a	F	0	0	1	0	0	0
mop	Maya, Mopán	Mopán Maya	BZ	Belize	CAM	Central America	Americas	12610	5	12610	2	Mayan	Mayan, Yucatecan-Core Mayan, Yucatecan, Mopan-Itzá	16.5489	-88.7312	5	T	0	1	0	0	0	0
moq	Mor	Mor	ID	Indonesia	SEA	South-Eastern Asia	Asia	30	2	30	1	Trans-New Guinea	Trans-New Guinea, Mor	-2.8228	132.9571	8a	F	0	0	0	0	1	0
mor	Moro	Moro	SD	Sudan	NAF	Northern Africa	Africa	72000	5	72000	1	Niger-Congo	Niger-Congo, Kordofanian, Heiban, West-Central, Western	10.9950	30.1078	5	T	0	1	0	0	0	0
mos	Mòoré	Mòoré	BF	Burkina Faso	WAF	Western Africa	Africa	7844800	7	7844800	3	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest	12.7335	-1.2754	3	T	1	0	0	0	0	0
mot	Barí	Barí	CO	Colombia	SAM	South America	Americas	5020	4	5020	2	Chibchan	Chibchan, Chibchan B, Eastern Chibchan, Colombian, Southern Colombian	9.0493	-72.9765	6a	F	0	0	1	0	0	0
mou	Mogum	Mogum	TD	Chad	MAF	Middle Africa	Africa	7000	4	7000	1	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.1, 1	11.5199	18.6081	6a	T	0	0	1	0	0	0
mov	Mohave	Mohave	US	United States	NAM	Northern America	Americas	200	3	200	1	Cochimí-Yuman	Cochimí-Yuman, Yuman, River, Mojave	34.9017	-114.6166	8a	T	0	0	0	0	1	0
mow	Moi	Moi	CG	Congo	MAF	Middle Africa	Africa	3020	4	3020	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Bangi-Ntomba (C.32)	-1.9064	16.3306	6b	F	0	0	0	1	0	0
mox	Molima	Molima	PG	Papua New Guinea	MEL	Melanesia	Pacific	4010	4	4010	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Bwaidoga	-9.5875	150.6356	5	T	0	1	0	0	0	0
moy	Shekkacho	Shekkacho	ET	Ethiopia	EAF	Eastern Africa	Africa	80100	5	83580	1	Afro-Asiatic	Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gonga, South	7.6723	35.3926	4	T	1	0	0	0	0	0
moz	Mukulu	Mukulu	TD	Chad	MAF	Middle Africa	Africa	12000	5	12000	1	Afro-Asiatic	Afro-Asiatic, Chadic, East, B, B.2	11.8652	18.1853	5	T	0	1	0	0	0	0
mpa	Mpoto	Mpoto	TZ	Tanzania	EAF	Eastern Africa	Africa	72800	5	72800	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, N, Manda (N.14)	-11.2016	34.7685	6a	T	0	0	1	0	0	0
mpb	Malak Malak	Malak Malak	AU	Australia	ANZ	Australia and New Zealand	Pacific	8	1	8	1	Australian	Australian, Daly, Malagmalag, Malagmalag Proper	-13.2567	130.6595	8b	F	0	0	0	0	1	0
mpc	Mangarrayi	Mangarrayi	AU	Australia	ANZ	Australia and New Zealand	Pacific	1	1	1	1	Australian	Australian, Gunwingguan, Mangarayic	-14.8044	133.6660	8b	F	0	0	0	0	1	0
mpd	Machinere	Machinere	BR	Brazil	SAM	South America	Americas	953	3	953	2	Maipurean	Maipurean, Southern, Southern Outlier, Piro, Piro	-10.4501	-69.7125	7	T	0	0	0	1	0	0
mpe	Majang	Majang	ET	Ethiopia	EAF	Eastern Africa	Africa	30000	5	30000	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Surmic, North, Majang	7.6374	35.0149	4	T	1	0	0	0	0	0
mpg	Marba	Marba	TD	Chad	MAF	Middle Africa	Africa	253000	6	253000	1	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	9.4894	15.8603	5	T	0	1	0	0	0	0
mph	Maung	Maung	AU	Australia	ANZ	Australia and New Zealand	Pacific	370	3	370	1	Australian	Australian, Yiwaidjan, Yiwaidjic	-11.8484	133.1689	6a	T	0	0	1	0	0	0
mpi	Mpade	Mpade	CM	Cameroon	MAF	Middle Africa	Africa	16000	5	16000	2	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, B, B.1, Kotoko Proper, North	12.6159	14.5776	6b	T	0	0	0	1	0	0
mpj	Martu Wangka	Martu Wangka	AU	Australia	ANZ	Australia and New Zealand	Pacific	1080	4	1080	1	Australian	Australian, Pama-Nyungan, South-West, Wati	-24.2667	123.0898	5	T	0	1	0	0	0	0
mpk	Mbara	Mbara	TD	Chad	MAF	Middle Africa	Africa	1000	4	1000	1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, B, B.2	10.9543	15.5408	8a	F	0	0	0	0	1	0
mpl	Kodut, Middle	Middle Kodut	PG	Papua New Guinea	MEL	Melanesia	Pacific	1700	4	1700	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Watut	-6.8493	146.3680	6a	T	0	0	1	0	0	0
mpm	Mixtec, Yosondúa	Yosondúa Mixtec	MX	Mexico	CAM	Central America	Americas	2000	4	2000	1	Otomanguean	Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec	16.9026	-97.4967	6b	T	0	0	0	1	0	0
mpn	Mindiri	Mindiri	PG	Papua New Guinea	MEL	Melanesia	Pacific	80	2	80	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel, Astrolabe	-5.5372	146.1573	7	F	0	0	0	1	0	0
mpo	Miu	Miu	PG	Papua New Guinea	MEL	Melanesia	Pacific	395	3	395	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Pasismanua	-6.0009	149.5723	7	T	0	0	0	1	0	0
mpp	Migabac	Migabac	PG	Papua New Guinea	MEL	Melanesia	Pacific	2600	4	2600	1	Trans-New Guinea	Trans-New Guinea, Finisterre-Huon, Huon, Eastern	-6.2977	147.6830	6a	T	0	0	1	0	0	0
mpq	Matís	Matís	BR	Brazil	SAM	South America	Americas	320	3	320	1	Panoan	Panoan, Mayoruna-Matsés	-4.3581	-70.2113	6a	F	0	0	1	0	0	0
mpr	Vangunu	Vangunu	SB	Solomon Islands	MEL	Melanesia	Pacific	910	3	910	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, East	-8.6479	157.9968	6a	F	0	0	1	0	0	0
mps	Dadibi	Dadibi	PG	Papua New Guinea	MEL	Melanesia	Pacific	10000	5	10000	1	Trans-New Guinea	Trans-New Guinea, Teberan	-6.5227	144.6014	5	T	0	1	0	0	0	0
mpt	Mian	Mian	PG	Papua New Guinea	MEL	Melanesia	Pacific	3500	4	3500	1	Trans-New Guinea	Trans-New Guinea, Ok-Awyu, Ok, Mountain	-4.6976	141.4800	5	T	0	1	0	0	0	0
mpu	Makuráp	Makuráp	BR	Brazil	SAM	South America	Americas	50	2	50	1	Tupian	Tupian, Tuparí	-11.8684	-64.3144	8a	F	0	0	0	0	1	0
mpv	Mungkip	Mungkip	PG	Papua New Guinea	MEL	Melanesia	Pacific	12	2	12	1	Trans-New Guinea	Trans-New Guinea, Finisterre-Huon, Finisterre, Erap	-6.4779	146.7593	8b	F	0	0	0	0	1	0
mpw	Mapidian	Mapidian	BR	Brazil	SAM	South America	Americas	10	2	10	2	Maipurean	Maipurean, Northern, Maritime, Wapixana	1.3531	-58.8579	8b	F	0	0	0	0	1	0
mpx	Misima-Panaeati	Misima-Panaeati	PG	Papua New Guinea	MEL	Melanesia	Pacific	20000	5	20000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila-Louisiades, Misima	-10.6577	152.7869	5	T	0	1	0	0	0	0
mpy	Mapia	Mapia	ID	Indonesia	SEA	South-Eastern Asia	Asia	0	0	0	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Pohnpeic-Chuukic, Chuukic	0.8321	134.3023	x10	F	0	0	0	0	0	1
mpz	Mpi	Mpi	TH	Thailand	SEA	South-Eastern Asia	Asia	900	3	900	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern	18.1722	100.2085	6b	T	0	0	0	1	0	0
mqa	Maba	Maba	ID	Indonesia	SEA	South-Eastern Asia	Asia	6620	4	6620	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, South Halmahera, Southeast	0.5901	128.4181	6a	F	0	0	1	0	0	0
mqb	Mbuko	Mbuko	CM	Cameroon	MAF	Middle Africa	Africa	15000	5	15000	1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.5	10.7797	14.1661	5	T	0	1	0	0	0	0
mqc	Mangole	Mangole	ID	Indonesia	SEA	South-Eastern Asia	Asia	7280	4	7280	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, Sula	-1.8990	125.9210	6a	F	0	0	1	0	0	0
mqe	Matepi	Matepi	PG	Papua New Guinea	MEL	Melanesia	Pacific	280	3	280	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Hanseman	-5.1400	145.6220	6b	F	0	0	0	1	0	0
mqf	Momuna	Momuna	ID	Indonesia	SEA	South-Eastern Asia	Asia	2000	4	2000	1	Somahai	Somahai	-4.8923	139.2741	6b	T	0	0	0	1	0	0
mqg	Malay, Kota Bangun Kutai	Kota Bangun Kutai Malay	ID	Indonesia	SEA	South-Eastern Asia	Asia	80000	5	80000	1	Austronesian	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Malay	-0.0973	116.5712	6a	F	0	0	1	0	0	0
mqh	Mixtec, Tlazoyaltepec	Tlazoyaltepec Mixtec	MX	Mexico	CAM	Central America	Americas	6030	4	6030	1	Otomanguean	Otomanguean, Eastern Otomanguean, Amuzgo-Mixtecan, Mixtecan, Mixtec	17.0059	-96.9801	6a	F	0	0	1	0	0	0
mqi	Mariri	Mariri	ID	Indonesia	SEA	South-Eastern Asia	Asia	280	3	280	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Aru	-6.1499	134.8726	6a	F	0	0	1	0	0	0
mqj	Mamasa	Mamasa	ID	Indonesia	SEA	South-Eastern Asia	Asia	89100	5	89100	1	Austronesian	Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Toraja-Sa’dan	-3.1382	119.4585	6a	T	0	0	1	0	0	0
mqk	Manobo, Rajah Kabunsuwan	Rajah Kabunsuwan Manobo	PH	Philippines	SEA	South-Eastern Asia	Asia	7560	4	7560	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Manobo, Central, East	7.9991	126.2672	6a	F	0	0	1	0	0	0
mql	Mbelime	Mbelime	BJ	Benin	WAF	Western Africa	Africa	39900	5	39900	2	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Eastern	10.3861	0.9303	5	T	0	1	0	0	0	0
mqm	Marquesan, South	South Marquesan	PF	French Polynesia	POL	Polynesia	Pacific	2700	4	2700	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic	-9.7769	-139.0143	7	T	0	0	0	1	0	0
mqn	Moronene	Moronene	ID	Indonesia	SEA	South-Eastern Asia	Asia	26300	5	26300	1	Austronesian	Austronesian, Malayo-Polynesian, Celebic, Eastern, Southeastern, Bungku-Tolaki, Eastern, Southwest	-4.5992	121.8251	6b	T	0	0	0	1	0	0
mqo	Modole	Modole	ID	Indonesia	SEA	South-Eastern Asia	Asia	2000	4	2000	1	West Papuan	West Papuan, North Halmahera, Galela-Loloda	1.3940	127.7513	6b	F	0	0	0	1	0	0
mqp	Manipa	Manipa	ID	Indonesia	SEA	South-Eastern Asia	Asia	1500	4	1500	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East	-3.3034	127.5652	6b	F	0	0	0	1	0	0
mqq	Minokok	Minokok	MY	Malaysia	SEA	South-Eastern Asia	Asia	1200	4	1200	1	Austronesian	Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Dusunic, Dusun, Central	5.4022	116.8242	6b	T	0	0	0	1	0	0
mqr	Mander	Mander	ID	Indonesia	SEA	South-Eastern Asia	Asia	20	2	20	1	Tor-Kwerba	Tor-Kwerba, Orya-Tor, Tor	-2.3165	138.8440	8b	F	0	0	0	0	1	0
mqs	Makian, West	West Makian	ID	Indonesia	SEA	South-Eastern Asia	Asia	12000	5	12000	1	West Papuan	West Papuan, North Halmahera, West Makian	0.4587	127.6306	6a	F	0	0	1	0	0	0
mqt	Mok	Mok	MM	Myanmar	SEA	South-Eastern Asia	Asia	4700	4	4700	2	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic	21.7762	99.5192	6a	F	0	0	1	0	0	0
mqu	Mandari	Mandari	SS	South Sudan	EAF	Eastern Africa	Africa	70000	5	70000	1	Nilo-Saharan	Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Eastern, Bari	5.6880	31.6151	5	T	0	1	0	0	0	0
mqv	Mosimo	Mosimo	PG	Papua New Guinea	MEL	Melanesia	Pacific	50	2	50	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Hanseman	-4.9527	145.6029	7	F	0	0	0	1	0	0
mqw	Murupi	Murupi	PG	Papua New Guinea	MEL	Melanesia	Pacific	300	3	300	1	Trans-New Guinea	Trans-New Guinea, Madang, Croisilles, Hanseman	-5.0257	145.6100	6b	F	0	0	0	1	0	0
mqx	Mamuju	Mamuju	ID	Indonesia	SEA	South-Eastern Asia	Asia	62900	5	62900	1	Austronesian	Austronesian, Malayo-Polynesian, South Sulawesi, Northern, Mamuju	-2.6847	118.9351	6b	T	0	0	0	1	0	0
mqy	Manggarai	Manggarai	ID	Indonesia	SEA	South-Eastern Asia	Asia	900000	6	900000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Bima-Lembata	-8.5606	120.3438	6a	T	0	0	1	0	0	0
mqz	Pano	Pano	PG	Papua New Guinea	MEL	Melanesia	Pacific	1180	4	1180	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Korap	-5.9592	147.0748	6a	F	0	0	1	0	0	0
mra	Mlabri	Mlabri	TH	Thailand	SEA	South-Eastern Asia	Asia	440	3	440	2	Austro-Asiatic	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mlabri	18.6403	101.3057	6a	T	0	0	1	0	0	0
mrb	Marino	Marino	VU	Vanuatu	MEL	Melanesia	Pacific	500	3	500	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu	-14.9771	168.1190	6a	F	0	0	1	0	0	0
mrc	Maricopa	Maricopa	US	United States	NAM	Northern America	Americas	35	2	35	1	Cochimí-Yuman	Cochimí-Yuman, Yuman, River, Mojave	33.5123	-111.7486	8a	F	0	0	0	0	1	0
mrd	Magar, Western	Western Magar	NP	Nepal	SAS	Southern Asia	Asia	308000	6	308000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Himalayan, Central Himalayan, Kham-Magar, Magar	27.9295	83.7291	6b	T	0	0	0	1	0	0
mrf	Elseng	Elseng	ID	Indonesia	SEA	South-Eastern Asia	Asia	300	3	300	1	Language isolate	Language isolate	-3.0371	140.2551	6b	F	0	0	0	1	0	0
mrg	Mising	Mising	IN	India	SAS	Southern Asia	Asia	630000	6	630000	1	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Tani	26.8171	93.9331	5	T	0	1	0	0	0	0
mrh	Chin, Mara	Mara Chin	IN	India	SAS	Southern Asia	Asia	62400	5	62400	2	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Maraic, Mara	22.0661	93.0941	4	T	1	0	0	0	0	0
mri	Maori	Maori	NZ	New Zealand	ANZ	Australia and New Zealand	Pacific	159700	6	159700	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Tahitic	-38.2954	176.4093	6b	T	0	0	0	1	0	0
mrj	Mari, Hill	Hill Mari	RU	Russian Federation	EEU	Eastern Europe	Europe	30000	5	30000	1	Uralic	Uralic, Mari	56.2012	46.4237	6b	T	0	0	0	1	0	0
mrk	Hmwaveke	Hmwaveke	NC	New Caledonia	MEL	Melanesia	Pacific	200	3	200	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, North, Hmwaveke	-20.9356	164.7886	6b	T	0	0	0	1	0	0
mrl	Mortlockese	Mortlockese	FM	Micronesia	MIC	Micronesia	Pacific	5900	4	5900	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Pohnpeic-Chuukic, Chuukic	5.5024	153.8170	6b	T	0	0	0	1	0	0
mrm	Mwerlap	Mwerlap	VU	Vanuatu	MEL	Melanesia	Pacific	1350	4	1350	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu	-14.2447	167.5953	6a	T	0	0	1	0	0	0
mrn	Cheke Holo	Cheke Holo	SB	Solomon Islands	MEL	Melanesia	Pacific	10800	5	10800	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Santa Isabel, East	-8.2710	159.6247	5	T	0	1	0	0	0	0
mro	Mru	Mru	BD	Bangladesh	SAS	Southern Asia	Asia	50000	5	50000	3	Sino-Tibetan	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Mru	26.5122	88.8842	5	T	0	1	0	0	0	0
mrp	Morouas	Morouas	VU	Vanuatu	MEL	Melanesia	Pacific	150	3	150	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, West Santo	-15.3466	166.9161	6b	F	0	0	0	1	0	0
mrq	Marquesan, North	North Marquesan	PF	French Polynesia	POL	Polynesia	Pacific	5390	4	5390	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic	-8.8858	-140.1168	7	T	0	0	0	1	0	0
mrr	Maria	Maria	IN	India	SAS	Southern Asia	Asia	165000	6	165000	1	Dravidian	Dravidian, South-Central, Gondi-Kui, Gondi	19.6798	80.3741	6a	T	0	0	1	0	0	0
mrs	Maragus	Maragus	VU	Vanuatu	MEL	Melanesia	Pacific	15	2	15	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Malekula Interior, Malekula Central	-16.0708	167.3278	8b	F	0	0	0	0	1	0
mrt	Marghi Central	Marghi Central	NG	Nigeria	WAF	Western Africa	Africa				1	Afro-Asiatic	Afro-Asiatic, Chadic, Biu-Mandara, A, A.2, 2	11.1051	13.2188	6a	T	0	0	1	0	0	0
mru	Mono	Mono	CM	Cameroon	MAF	Middle Africa	Africa	300	3	300	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Mbum-Day, Mbum, Northern, Dama-Galke	8.7839	14.2256	8a	F	0	0	0	0	1	0
mrv	Mangareva	Mangareva	PF	French Polynesia	POL	Polynesia	Pacific	600	3	600	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic	-23.1050	-134.9699	7	T	0	0	0	1	0	0
mrw	Maranao	Maranao	PH	Philippines	SEA	South-Eastern Asia	Asia	866000	6	866000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Danao, Maranao-Iranon	7.8208	124.2511	4	T	1	0	0	0	0	0
mrx	Dineor	Dineor	ID	Indonesia	SEA	South-Eastern Asia	Asia	55	2	55	1	Tor-Kwerba	Tor-Kwerba, Orya-Tor, Tor	-2.3449	139.6766	8a	F	0	0	0	0	1	0
mry	Mandaya	Mandaya	PH	Philippines	SEA	South-Eastern Asia	Asia	82000	5	82000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Mansakan, Eastern	7.8155	126.3062	6a	F	0	0	1	0	0	0
mrz	Marind	Marind	ID	Indonesia	SEA	South-Eastern Asia	Asia	7000	4	7000	1	Trans-New Guinea	Trans-New Guinea, Marind, Nuclear Marind	-8.1565	140.0094	6b	T	0	0	0	1	0	0
msb	Masbatenyo	Masbatenyo	PH	Philippines	SEA	South-Eastern Asia	Asia	474000	6	724000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, Central, Peripheral	12.3626	123.4258	3	T	1	0	0	0	0	0
msc	Maninka, Sankaran	Sankaran Maninka	GN	Guinea	WAF	Western Africa	Africa				1	Niger-Congo	Niger-Congo, Mande, Western, Central-Southwestern, Central, Manding-Jogo, Manding-Vai, Manding-Mokole, Manding, Manding-East, Southeastern Manding	10.1222	-10.5194	6a	T	0	0	1	0	0	0
msd	Yucatec Maya Sign Language	Yucatec Maya Sign Language	MX	Mexico	CAM	Central America	Americas	400	3	400	1	Sign language	Sign language, Shared-signing Languages	20.3333	-89.1583	6a	T	0	0	1	0	0	0
mse	Musey	Musey	TD	Chad	MAF	Middle Africa	Africa	408000	6	408000	2	Afro-Asiatic	Afro-Asiatic, Chadic, Masa	9.6709	15.4381	5	T	0	1	0	0	0	0
msf	Mekwei	Mekwei	ID	Indonesia	SEA	South-Eastern Asia	Asia	1200	4	1200	1	Nimboran	Nimboran	-2.5207	140.3418	8a	F	0	0	0	0	1	0
msg	Moraid	Moraid	ID	Indonesia	SEA	South-Eastern Asia	Asia	1000	4	1000	1	West Papuan	West Papuan, West Bird’s Head	-1.0280	131.9246	6b	F	0	0	0	1	0	0
msh	Malagasy, Masikoro	Masikoro Malagasy	MG	Madagascar	EAF	Eastern Africa	Africa	550000	6	550000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Barito, East, Malagasy	-22.3948	43.7621	6a	T	0	0	1	0	0	0
msi	Malay, Sabah	Sabah Malay	MY	Malaysia	SEA	South-Eastern Asia	Asia			3000000	1	Austronesian	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Malay	4.6481	117.0241	3	T	1	0	0	0	0	0
msj	Ma	Ma	CD	Democratic Republic of the Congo	MAF	Middle Africa	Africa	4700	4	4700	1	Niger-Congo	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Mba	3.6842	26.9837	6a	F	0	0	1	0	0	0
msk	Mansaka	Mansaka	PH	Philippines	SEA	South-Eastern Asia	Asia	26100	5	26100	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Mansakan, Eastern	7.2800	126.1601	5	T	0	1	0	0	0	0
msl	Molof	Molof	ID	Indonesia	SEA	South-Eastern Asia	Asia	230	3	230	1	Unclassified	Unclassified	-3.4241	140.5899	6b	F	0	0	0	1	0	0
msm	Manobo, Agusan	Agusan Manobo	PH	Philippines	SEA	South-Eastern Asia	Asia	60000	5	60000	1	Austronesian	Austronesian, Malayo-Polynesian, Greater Central Philippine, Manobo, Central, East	8.2071	126.0685	5	T	0	1	0	0	0	0
msn	Vurës	Vurës	VU	Vanuatu	MEL	Melanesia	Pacific	2000	4	2000	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu	-13.9102	167.4715	6a	T	0	0	1	0	0	0
mso	Mombum	Mombum	ID	Indonesia	SEA	South-Eastern Asia	Asia	250	3	250	1	Trans-New Guinea	Trans-New Guinea, Mombum	-8.2868	138.7902	8a	F	0	0	0	0	1	0
msp	Maritsauá	Maritsauá	BR	Brazil	SAM	South America	Americas	0	0	0	1	Tupian	Tupian, Juruna	-11.8781	-53.8330	x10	F	0	0	0	0	0	1
msq	Caac	Caac	NC	New Caledonia	MEL	Melanesia	Pacific	1170	4	1170	1	Austronesian	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern, Extreme Northern	-20.4037	164.5620	6b	F	0	0	0	1	0	0
